type,code,content
operation_error,250,"The service life of knockout machine expires. Acceptance has been performed, and please get the password. Password is input via [password has been accepted]. Chapter B 38.Alarm information 38.1Alarm information function When power is input, the alarm contents expressed when manual operation and automatic operation is abnormal. The types of alarm information are as follows. Type Description System alarm It means that the control system is abnormal. Axis alarm It means that axis control and drive system is abnormal. Alarm There are the following errors: alarm for abnormal condition of limit switch, alarm for abnormal input of injection molding machine, alarm for period expiration, clamp error, product fall, product placement error. 38.2 Description on alarm information System alarm Alarm No./ name Name Contents Confirmation contents"
setting_error,70,Program limit of take-out side area OFF Please confirm the take-out standby position of traveling axis and take-out area.
setting_error,71,Program limit of release side area OFF Please confirm the point of traveling axis and the release side area
setting_error,72,Program limit of release side area OFF Please confirm the decent position of release side of traveling axis and the release side area.
setting_error,73,"Program limit of release side area OFF When fixed and The change between fixed and moving switching mode cannot be performed. moving switching When program limit of release side area is ON, please change the travel mode. mode (FCKO) is available"
setting_error,74,Program limit of release side area OFF Please confirm the NT scissor position of traveling axis and the release side area
setting_error,75,Program limit of release side area OFF When travel Please confirm the travel standby position of traveling axis and the release side standby mode area (FCYT) is available
setting_error,76,Not manual mode Please start to set at manual mode.
setting_error,77,"ascent limit (X03, X11) OFF Please start the ascent and perform change."
setting_error,78,"Product confirmation mode (FC4), in-clamp product confirmation mode (FC4T), vacuum confirmation mode (FCCV), vacuum 2 circuit mode (FCV2) cannot be changed to unused status completely. [Free interlocking mode] ** All interlocking are released!** ～ Please pay attention to operation execution.～ Downward: press [reset] key or button outside screen, and OFF is displayed; free operation may be performed."
setting_error,80,Please operate while [action possible] key is pressed.
setting_error,81,Take-out side limit (X19) OFF Please confirm the take-out standby position of traveling axis and take-out area.
setting_error,82,"It is not installed for Sub-arm of the machine, so it cannot be executed. Free interlocking operation of Sub-arm."
setting_error,83,Take-out side area (X19) OFF Please confirm the posture action position of traveling axis and take-out area.
setting_error,84,Take-out side limit (X19) OFF Please confirm the posture action position of traveling axis and take-out limit.
setting_error,85,"[Take-out posture setting permission] system mode is not set, and this mode setting cannot be executed. Please observe whether there is interference between jig and safety door when this mode is set."
setting_error,87,Take out from moving side Please change the set value.
setting_error,88,Take out from fixed side Please change the set value.
setting_error,170,"When horizontal standby locking limit mould mode is used, please set the monitoring mode necessary for home return."
setting_error,171,"When horizontal standby locking limit mould mode is used, please set the horizontal status of traverse posture Inappropriate home runner confirmation (X12) is at confirmation status"
system_alarm,01,SUM error MAIN CPU ROM data Please confirm whether there is any problem when calibration error MAIN system program is downloaded. Re-download MAIN system program. Please replace mainboard if it reoccurs. Please turn off the primary power supply.
system_alarm,02,External F-ROM1 MAIN CPU external Please confirm whether there is any problem when accessor error F-ROM1 accessor error external F-ROM1 data is downloaded Re-download external F-ROM1 data. Please PENDANT substrate if it reoccurs. Please turn off the primary power supply.
system_alarm,03,External F-ROM1 External F-ROM1 data Please confirm whether there is any problem when SUM error calibration error external F-ROM1 data is downloaded Re-download external F-ROM1 data. Please PENDANT substrate if it reoccurs. Please turn off the primary power supply.
system_alarm,04,"External F-ROM2 MAIN CPU external Please turn off the primary power supply. access error F-ROM2 access error If it occurs again, please exchange PENDANT substrate."
system_alarm,05,"External F-ROM2 External F-ROM2 data Initialize the initial set value of all segment fetch data calibration error calibration error and exchange data. Reset the segment fetch and exchange data. If it occurs again, please exchange PENDANT substrate."
system_alarm,06,"Backup data is The backup data has abnormal Initialize all the set values. abnormal phenomenon. Reset the segment fetch and exchange data. Press [reset] key to return to initial screen. If it occurs again (except for backup clear), please exchange PENDANT substrate."
system_alarm,07,"The model setting in Please confirm whether the model setting on interlocking substrate is setting screen of operating box system is consistent inconsistent with the internal with the model. setting of operating box. If the model in operating box is reset, please execute backup clear operation! Please turn off the primary power supply."
system_alarm,08,"Ladder diagram Ladder diagram command Please confirm that there is any problem when command error check error, abnormal ladder diagram data is downloaded. command is executed Re-download the ladder diagram data. If it occurs again, please exchange CPU substrate. Please turn off the primary power supply."
system_alarm,09,"SUM error PENDANT CPU ROM data Please confirm that there is any problem when check error PENDANT data is downloaded. Re-download the PENDANT data. If it occurs again, please exchange PENDANT substrate. Please turn off the primary power supply."
system_alarm,10,The voltage of backup The voltage of backup battery Please exchange the backup battery. battery is dropping. is dropping.
system_alarm,11,"PENDANT Communication is abnormal Please perform point inspection for PENDANT communication is (between MAIN substrate~ wiring. abnormal PENDANT) If it occurs again, please exchange main substrate or PENDANT. Please turn off the primary power supply."
system_alarm,21,Communication is Communication is abnormal abnormal (between MAIN substrate~ PENDANT)
system_alarm,22,"Communication is Communication is abnormal Please inspect the communication wiring between abnormal (between MAIN substrate~ substrates. PPC substrate) If it occurs again, please exchange MAIN substrate or PPC substrate. Please turn off the primary power supply."
system_alarm,31,"I/O substrate (ID0) Communication is abnormal Please confirm the ID setting of I/O substrate. communication is (between PPC substrate~I/O Please perform point inspection for communication abnormal substrate (ID0)) wiring between substrates. If it occurs again, please exchange PPC substrate or I/O substrate (ID0). Please turn off the primary power supply."
system_alarm,32,"I/O substrate (ID1) Communication is abnormal Please confirm the ID setting of I/O substrate. communication is (between PPC substrate~I/O Please perform point inspection for communication abnormal substrate (ID1)) wiring between substrates. If it occurs again, please exchange PPC substrate or I/O substrate (ID1). Please turn off the primary power supply."
system_alarm,33,"I/O substrate (ID2) Communication is abnormal Please confirm the ID setting of I/O substrate. communication is (between PPC substrate~I/O Please perform point inspection for communication abnormal substrate (ID2)) wiring between substrates. If it occurs again, please exchange PPC substrate or I/O substrate (ID2). Please turn off the primary power supply."
system_alarm,34,"I/O substrate (ID3) Communication is abnormal Please confirm the ID setting of I/O substrate. communication is (between PPC substrate~I/O Please perform point inspection for communication abnormal substrate (ID3)) wiring between substrates. If it occurs again, please exchange PPC substrate or I/O substrate (ID3). Please turn off the primary power supply."
system_alarm,35,"I/O substrate (ID4) Communication is abnormal Please confirm the ID setting of I/O substrate. communication is (between PPC substrate~I/O Please perform point inspection for communication abnormal substrate (ID4)) wiring between substrates. If it occurs again, please exchange PPC substrate or I/O substrate (ID4). Please turn off the primary power supply."
system_alarm,36,"I/O substrate (ID5) Communication is abnormal Please confirm the ID setting of I/O substrate. communication is (between PPC substrate~I/O Please perform point inspection for communication abnormal substrate (ID5)) wiring between substrates. If it occurs again, please exchange PPC substrate or I/O substrate (ID5). Please turn off the primary power supply."
system_alarm,37,"I/O substrate (ID6) Communication is abnormal Please confirm the ID setting of I/O substrate. communication is (between PPC substrate~I/O Please perform point inspection for communication abnormal substrate (ID6)) wiring between substrates. If it occurs again, please exchange PPC substrate or I/O substrate (ID6). Please turn off the primary power supply."
system_alarm,38,"I/O substrate (ID7) Communication is abnormal Please confirm the ID setting of I/O substrate. communication is (between PPC substrate~I/O Please perform point inspection for communication abnormal substrate (ID7)) wiring between substrates. If it occurs again, please exchange PPC substrate or I/O substrate (ID7). Please turn off the primary power supply."
system_alarm,40,"Voltage of driving Voltage of driving power is too Please confirm the voltage and wiring of main power is abnormal low power supply. Please confirm the voltage and wiring of switching power supply. If it occurs again, please exchange switching power supply or MAIN substrate. Please turn off the primary power supply."
system_alarm,41,"Instantaneous stop of Instantaneous stop of main Please confirm the voltage and wiring of main main power supply power supply power supply. Please confirm the voltage and wiring of main power supply. If it occurs again, please exchange MAIN substrate. Please turn off the primary power supply."
system_alarm,42,Voltage of control Voltage of control power supply power supply is is too low abnormal
system_alarm,43,"High voltage of servo Voltage of servo power Please confirm the voltage and wiring of servo power supply is supply is too high power supply. abnormal Please confirm the connection and wiring of retrogradation resistance. If it occurs again, please exchange power substrate or I/O substrate (ID1). Please turn off the primary power supply."
system_alarm,44,"Low voltage of servo Voltage of servo power Please confirm the voltage and wiring of main power supply is supply is too low power supply. abnormal Please confirm the voltage and wiring of servo power supply. If it occurs again, please exchange power substrate or I/O substrate (ID1). Please turn off the primary power supply."
system_alarm,45,"Retrogradation Retrogradation load has Please confirm the voltage of main power supply, resistance is abnormal exceeded the specified value. voltage of servo power supply, connection and wiring of retrogradation resistance. Please prolong the acceleration and deceleration time."
system_alarm,46,"Resolver backup is The voltage of backup power of Please confirm the voltage of backup power of abnormal resolver is abnormal. resolver. If it occurs again, please exchange power substrate or I/O substrate (ID1). Please turn off the primary power supply. Please confirm it when battery exists, exchange the battery. It also can act even if the power supply is turned off."
system_alarm,47,"Retrogradation Retrogradation resistance is Please confirm the voltage of main power supply, resistance is abnormal overheating voltage of servo power supply, connection and (overheating) wiring of retrogradation resistance. Please prolong the acceleration and deceleration time. If it occurs again, please exchange power substrate or I/O substrate (ID1). Please turn off the primary power supply. ■List for axis alarm"
